"Plot Title: Sensor_20"
"#","Date Time, GMT-05:00","Temp, °C (LGR S/N: 10396215, SEN S/N: 10396215)","RH, % (LGR S/N: 10396215, SEN S/N: 10396215)","Intensity, Lux (LGR S/N: 10396215, SEN S/N: 10396215)","Host Connected (LGR S/N: 10396215)","Stopped (LGR S/N: 10396215)","End Of File (LGR S/N: 10396215)"
343,09/22/22 09:30:00 PM,23.040,61.636,11.8,,,
344,09/22/22 09:35:00 PM,23.256,61.366,11.8,,,
345,09/22/22 09:40:00 PM,23.448,61.061,11.8,,,
346,09/22/22 09:45:00 PM,23.184,59.426,11.8,,,
347,09/22/22 09:50:00 PM,22.992,61.690,11.8,,,
348,09/22/22 09:55:00 PM,23.160,61.503,11.8,,,
349,09/22/22 10:00:00 PM,23.352,61.168,11.8,,,
350,09/22/22 10:05:00 PM,23.521,60.920,11.8,,,
351,09/22/22 10:10:00 PM,23.136,59.326,11.8,,,
352,09/22/22 10:15:00 PM,22.968,61.594,11.8,,,
353,09/22/22 10:20:00 PM,23.136,61.408,11.8,,,
354,09/22/22 10:25:00 PM,23.304,61.099,11.8,,,
355,09/22/22 10:30:00 PM,23.472,60.882,11.8,,,
356,09/22/22 10:35:00 PM,23.328,59.387,11.8,,,
357,09/22/22 10:40:00 PM,22.896,61.522,11.8,,,
358,09/22/22 10:45:00 PM,23.016,61.450,11.8,,,
359,09/22/22 10:50:00 PM,23.184,61.202,11.8,,,
360,09/22/22 10:55:00 PM,23.352,60.985,11.8,,,
361,09/22/22 11:00:00 PM,23.400,59.951,11.8,,,
362,09/22/22 11:05:00 PM,22.872,61.274,11.8,,,
363,09/22/22 11:10:00 PM,22.872,61.609,11.8,,,
364,09/22/22 11:15:00 PM,23.040,61.393,11.8,,,
365,09/22/22 11:20:00 PM,23.184,61.172,11.8,,,
366,09/22/22 11:25:00 PM,23.328,60.920,11.8,,,
367,09/22/22 11:30:00 PM,23.352,59.820,11.8,,,
368,09/22/22 11:35:00 PM,22.800,61.384,11.8,,,
369,09/22/22 11:40:00 PM,22.800,61.598,11.8,,,
370,09/22/22 11:45:00 PM,22.944,61.408,11.8,,,
371,09/22/22 11:50:00 PM,23.112,61.129,11.8,,,
372,09/22/22 11:55:00 PM,23.232,60.935,11.8,,,
373,09/23/22 12:00:00 AM,23.328,60.767,11.8,,,
374,09/23/22 12:05:00 AM,23.448,60.602,11.8,,,
375,09/23/22 12:10:00 AM,22.992,59.027,11.8,,,
376,09/23/22 12:15:00 AM,22.776,61.441,11.8,,,
377,09/23/22 12:20:00 AM,22.896,61.339,11.8,,,
378,09/23/22 12:25:00 AM,23.040,61.087,11.8,,,
379,09/23/22 12:30:00 AM,23.160,60.954,11.8,,,
380,09/23/22 12:35:00 AM,23.256,60.755,11.8,,,
381,09/23/22 12:40:00 AM,23.352,60.219,11.8,,,
382,09/23/22 12:45:00 AM,22.872,59.438,11.8,,,
383,09/23/22 12:50:00 AM,22.681,61.395,11.8,,,
384,09/23/22 12:55:00 AM,22.824,61.297,11.8,,,
385,09/23/22 01:00:00 AM,22.944,61.102,11.8,,,
386,09/23/22 01:05:00 AM,23.064,60.908,11.8,,,
387,09/23/22 01:10:00 AM,23.160,60.709,11.8,,,
388,09/23/22 01:15:00 AM,23.232,60.568,11.8,,,
389,09/23/22 01:20:00 AM,23.304,60.457,11.8,,,
390,09/23/22 01:25:00 AM,23.328,59.571,11.8,,,
391,09/23/22 01:30:00 AM,22.729,60.457,11.8,,,
392,09/23/22 01:35:00 AM,22.657,61.300,11.8,,,
393,09/23/22 01:40:00 AM,22.776,61.106,11.8,,,
394,09/23/22 01:45:00 AM,22.896,60.912,11.8,,,
395,09/23/22 01:50:00 AM,22.992,60.805,11.8,,,
396,09/23/22 01:55:00 AM,23.088,60.637,11.8,,,
397,09/23/22 02:00:00 AM,23.160,60.495,11.8,,,
398,09/23/22 02:05:00 AM,23.208,60.380,11.8,,,
399,09/23/22 02:10:00 AM,23.280,60.300,11.8,,,
400,09/23/22 02:15:00 AM,23.328,60.215,11.8,,,
401,09/23/22 02:20:00 AM,22.824,58.693,11.8,,,
402,09/23/22 02:25:00 AM,22.561,61.224,11.8,,,
403,09/23/22 02:30:00 AM,22.681,61.121,11.8,,,
404,09/23/22 02:35:00 AM,22.800,60.896,11.8,,,
405,09/23/22 02:40:00 AM,22.896,60.759,11.8,,,
406,09/23/22 02:45:00 AM,22.992,60.560,11.8,,,
407,09/23/22 02:50:00 AM,23.064,60.510,11.8,,,
408,09/23/22 02:55:00 AM,23.136,60.369,11.8,,,
409,09/23/22 03:00:00 AM,23.184,60.254,11.8,,,
410,09/23/22 03:05:00 AM,23.232,60.139,11.8,,,
411,09/23/22 03:10:00 AM,23.256,60.081,11.8,,,
412,09/23/22 03:15:00 AM,23.304,59.997,11.8,,,
413,09/23/22 03:20:00 AM,23.328,59.939,11.8,,,
414,09/23/22 03:25:00 AM,22.896,58.212,11.8,,,
415,09/23/22 03:30:00 AM,22.561,60.980,11.8,,,
416,09/23/22 03:35:00 AM,22.633,60.900,11.8,,,
417,09/23/22 03:40:00 AM,22.753,60.705,11.8,,,
418,09/23/22 03:45:00 AM,22.848,60.537,11.8,,,
419,09/23/22 03:50:00 AM,22.920,60.396,11.8,,,
420,09/23/22 03:55:00 AM,22.992,60.254,11.8,,,
421,09/23/22 04:00:00 AM,23.040,60.139,11.8,,,
422,09/23/22 04:05:00 AM,23.088,60.024,11.8,,,
423,09/23/22 04:10:00 AM,23.136,60.001,11.8,,,
424,09/23/22 04:15:00 AM,23.160,59.944,11.8,,,
