"Plot Title: Sensor_09"
"#","Date Time, GMT-05:00","Temp, °F (LGR S/N: 10392516, SEN S/N: 10392516)","RH, % (LGR S/N: 10392516, SEN S/N: 10392516)","Intensity, Lux (LGR S/N: 10392516, SEN S/N: 10392516)","Host Connected (LGR S/N: 10392516)","Stopped (LGR S/N: 10392516)","End Of File (LGR S/N: 10392516)"
307,10/16/22 12:40:00 AM,74.120,54.219,11.8,,,
308,10/16/22 12:45:00 AM,74.206,54.007,11.8,,,
309,10/16/22 12:50:00 AM,74.295,53.951,11.8,,,
310,10/16/22 12:55:00 AM,74.381,53.989,11.8,,,
311,10/16/22 01:00:00 AM,74.467,53.996,11.8,,,
312,10/16/22 01:05:00 AM,74.511,54.031,11.8,,,
313,10/16/22 01:10:00 AM,74.554,54.034,11.8,,,
314,10/16/22 01:15:00 AM,74.597,54.069,11.8,,,
315,10/16/22 01:20:00 AM,74.640,54.041,11.8,,,
316,10/16/22 01:25:00 AM,74.683,54.107,11.8,,,
317,10/16/22 01:30:00 AM,74.727,54.110,11.8,,,
318,10/16/22 01:35:00 AM,74.770,54.114,11.8,,,
319,10/16/22 01:40:00 AM,74.813,54.086,11.8,,,
320,10/16/22 01:45:00 AM,74.856,54.121,11.8,,,
321,10/16/22 01:50:00 AM,74.899,54.124,11.8,,,
322,10/16/22 01:55:00 AM,74.943,54.159,11.8,,,
323,10/16/22 02:00:00 AM,74.943,54.159,11.8,,,
324,10/16/22 02:05:00 AM,74.899,53.811,11.8,,,
325,10/16/22 02:10:00 AM,74.163,53.377,11.8,,,
326,10/16/22 02:15:00 AM,73.602,54.771,11.8,,,
327,10/16/22 02:20:00 AM,73.645,54.806,11.8,,,
328,10/16/22 02:25:00 AM,73.774,54.629,11.8,,,
329,10/16/22 02:30:00 AM,73.861,54.386,11.8,,,
330,10/16/22 02:35:00 AM,73.904,54.296,11.8,,,
331,10/16/22 02:40:00 AM,73.990,54.302,11.8,,,
332,10/16/22 02:45:00 AM,74.034,54.306,11.8,,,
333,10/16/22 02:50:00 AM,74.077,54.341,11.8,,,
334,10/16/22 02:55:00 AM,74.120,54.375,11.8,,,
335,10/16/22 03:00:00 AM,74.163,54.379,11.8,,,
336,10/16/22 03:05:00 AM,74.206,54.382,11.8,,,
337,10/16/22 03:10:00 AM,74.206,54.382,11.8,,,
338,10/16/22 03:15:00 AM,74.250,54.417,11.8,,,
339,10/16/22 03:20:00 AM,74.295,54.420,11.8,,,
340,10/16/22 03:25:00 AM,74.295,54.420,11.8,,,
341,10/16/22 03:30:00 AM,74.338,54.392,11.8,,,
342,10/16/22 03:35:00 AM,74.338,54.455,11.8,,,
343,10/16/22 03:40:00 AM,74.381,54.458,11.8,,,
344,10/16/22 03:45:00 AM,74.381,54.458,11.8,,,
345,10/16/22 03:50:00 AM,74.381,54.521,11.8,,,
346,10/16/22 03:55:00 AM,74.424,54.524,11.8,,,
347,10/16/22 04:00:00 AM,74.424,54.524,11.8,,,
348,10/16/22 04:05:00 AM,74.467,54.559,11.8,,,
349,10/16/22 04:10:00 AM,74.467,54.528,11.8,,,
350,10/16/22 04:15:00 AM,74.467,54.559,11.8,,,
351,10/16/22 04:20:00 AM,74.467,54.590,11.8,,,
352,10/16/22 04:25:00 AM,74.511,54.594,11.8,,,
353,10/16/22 04:30:00 AM,74.511,54.563,11.8,,,
354,10/16/22 04:35:00 AM,74.511,54.594,11.8,,,
355,10/16/22 04:40:00 AM,74.554,54.597,11.8,,,
356,10/16/22 04:45:00 AM,74.554,54.597,11.8,,,
357,10/16/22 04:50:00 AM,74.554,54.629,11.8,,,
358,10/16/22 04:55:00 AM,74.554,54.597,11.8,,,
359,10/16/22 05:00:00 AM,74.554,54.629,11.8,,,
360,10/16/22 05:05:00 AM,74.597,54.632,11.8,,,
361,10/16/22 05:10:00 AM,74.597,54.601,11.8,,,
362,10/16/22 05:15:00 AM,74.597,54.632,11.8,,,
363,10/16/22 05:20:00 AM,74.597,54.632,11.8,,,
364,10/16/22 05:25:00 AM,74.597,54.632,11.8,,,
365,10/16/22 05:30:00 AM,74.597,54.632,11.8,,,
366,10/16/22 05:35:00 AM,74.597,54.663,11.8,,,
367,10/16/22 05:40:00 AM,74.597,54.663,11.8,,,
368,10/16/22 05:45:00 AM,74.597,54.663,11.8,,,
369,10/16/22 05:50:00 AM,74.554,54.441,11.8,,,
370,10/16/22 05:55:00 AM,73.818,53.913,11.8,,,
371,10/16/22 06:00:00 AM,73.342,55.467,11.8,,,
372,10/16/22 06:05:00 AM,73.342,55.467,11.8,,,
373,10/16/22 06:10:00 AM,73.429,55.162,11.8,,,
374,10/16/22 06:15:00 AM,73.515,54.982,11.8,,,
375,10/16/22 06:20:00 AM,73.558,54.986,11.8,,,
376,10/16/22 06:25:00 AM,73.602,54.958,11.8,,,
377,10/16/22 06:30:00 AM,73.645,54.962,11.8,,,
378,10/16/22 06:35:00 AM,73.645,54.962,11.8,,,
379,10/16/22 06:40:00 AM,73.645,54.993,11.8,,,
380,10/16/22 06:45:00 AM,73.688,54.996,11.8,,,
381,10/16/22 06:50:00 AM,73.731,55.000,11.8,,,
382,10/16/22 06:55:00 AM,73.731,55.031,11.8,,,
383,10/16/22 07:00:00 AM,73.774,55.003,11.8,,,
384,10/16/22 07:05:00 AM,73.774,55.034,11.8,,,
385,10/16/22 07:10:00 AM,73.818,55.007,11.8,,,
386,10/16/22 07:15:00 AM,73.818,55.038,11.8,,,
387,10/16/22 07:20:00 AM,73.861,55.010,11.8,,,
388,10/16/22 07:25:00 AM,73.861,55.041,11.8,,,
389,10/16/22 07:30:00 AM,73.861,55.041,11.8,,,
390,10/16/22 07:35:00 AM,73.904,55.076,11.8,,,
391,10/16/22 07:40:00 AM,73.904,55.076,11.8,,,
392,10/16/22 07:45:00 AM,73.947,55.080,27.6,,,
393,10/16/22 07:50:00 AM,73.947,55.111,35.5,,,
394,10/16/22 07:55:00 AM,73.947,55.080,59.1,,,
395,10/16/22 08:00:00 AM,73.990,55.083,82.8,,,
396,10/16/22 08:05:00 AM,74.034,55.087,90.7,,,
397,10/16/22 08:10:00 AM,74.034,55.055,90.7,,,
398,10/16/22 08:15:00 AM,74.034,55.055,98.5,,,
399,10/16/22 08:20:00 AM,74.077,55.059,138.0,,,
400,10/16/22 08:25:00 AM,74.120,55.062,106.4,,,
401,10/16/22 08:30:00 AM,74.120,55.062,185.3,,,
402,10/16/22 08:35:00 AM,74.163,55.035,169.5,,,
403,10/16/22 08:40:00 AM,74.206,55.038,201.0,,,
404,10/16/22 08:45:00 AM,74.250,55.010,484.9,,,
405,10/16/22 08:50:00 AM,74.338,54.924,350.8,,,
406,10/16/22 08:55:00 AM,74.381,54.927,272.0,,,
407,10/16/22 09:00:00 AM,74.424,54.868,492.7,,,
408,10/16/22 09:05:00 AM,74.554,54.847,618.9,,,
409,10/16/22 09:10:00 AM,74.597,54.820,674.1,,,
410,10/16/22 09:15:00 AM,74.683,54.764,737.1,,,
411,10/16/22 09:20:00 AM,74.727,54.611,721.4,,,
412,10/16/22 09:25:00 AM,74.120,54.125,745.0,,,
413,10/16/22 09:30:00 AM,73.472,55.290,342.9,,,
414,10/16/22 09:35:00 AM,73.429,55.505,579.5,,,
415,10/16/22 09:40:00 AM,73.602,55.239,469.1,,,
416,10/16/22 09:45:00 AM,73.731,55.156,579.5,,,
417,10/16/22 09:50:00 AM,73.904,55.014,618.9,,,
418,10/16/22 09:55:00 AM,74.034,54.931,902.7,,,
419,10/16/22 10:00:00 AM,74.206,54.882,879.0,,,
420,10/16/22 10:05:00 AM,74.381,54.833,894.8,,,
421,10/16/22 10:10:00 AM,74.511,54.781,910.6,,,
422,10/16/22 10:15:00 AM,74.640,54.729,894.8,,,
423,10/16/22 10:20:00 AM,74.813,54.743,957.9,,,
424,10/16/22 10:25:00 AM,74.986,54.726,1005.2,,,
