Date,Date,DateTime,CH1,CH2
10/4/2022,4:47 PM,10/4/2022 16:47,0.480357326,0.075628036
10/4/2022,4:48 PM,10/4/2022 16:48,0.480357326,0.075956284
10/4/2022,4:49 PM,10/4/2022 16:49,0.476746604,0.07792577
10/4/2022,4:50 PM,10/4/2022 16:50,0.477074851,0.080223504
10/4/2022,4:51 PM,10/4/2022 16:51,0.473135881,0.080223504
10/4/2022,4:52 PM,10/4/2022 16:52,0.469196911,0.080551752
10/4/2022,4:53 PM,10/4/2022 16:53,0.466570931,0.080551752
10/4/2022,4:54 PM,10/4/2022 16:54,0.456723505,0.07365855
10/4/2022,4:55 PM,10/4/2022 16:55,0.45475402,0.076284532
10/4/2022,4:56 PM,10/4/2022 16:56,0.453112782,0.076941027
10/4/2022,4:57 PM,10/4/2022 16:57,0.448189069,0.076612779
10/4/2022,4:58 PM,10/4/2022 16:58,0.444250099,0.074971541
10/4/2022,4:59 PM,10/4/2022 16:59,0.439654633,0.075628036
10/4/2022,5:00 PM,10/4/2022 17:00,0.437685148,0.074315046
10/4/2022,5:01 PM,10/4/2022 17:01,0.42947896,0.071689064
10/4/2022,5:02 PM,10/4/2022 17:02,0.425539989,0.072017312
10/4/2022,5:03 PM,10/4/2022 17:03,0.424226999,0.073330302
10/4/2022,5:04 PM,10/4/2022 17:04,0.420944524,0.07365855
10/4/2022,5:05 PM,10/4/2022 17:05,0.416677306,0.070704321
10/4/2022,5:06 PM,10/4/2022 17:06,0.413066583,0.073002055
10/4/2022,5:07 PM,10/4/2022 17:07,0.411097098,0.072673807
10/4/2022,5:08 PM,10/4/2022 17:08,0.405845137,0.070704321
10/4/2022,5:09 PM,10/4/2022 17:09,0.398623691,0.067750092
10/4/2022,5:10 PM,10/4/2022 17:10,0.39337173,0.064139367
10/4/2022,5:11 PM,10/4/2022 17:11,0.387791522,0.062498129
10/4/2022,5:12 PM,10/4/2022 17:12,0.384837294,0.059215652
10/4/2022,5:13 PM,10/4/2022 17:13,0.384180799,0.064795863
10/4/2022,5:14 PM,10/4/2022 17:14,0.37860059,0.061185138
10/4/2022,5:15 PM,10/4/2022 17:15,0.374333372,0.060528643
10/4/2022,5:16 PM,10/4/2022 17:16,0.372363886,0.060200395
10/4/2022,5:17 PM,10/4/2022 17:17,0.371379144,0.062826377
10/4/2022,5:18 PM,10/4/2022 17:18,0.370722649,0.065780606
10/4/2022,5:19 PM,10/4/2022 17:19,0.370394401,0.068406587
10/4/2022,5:20 PM,10/4/2022 17:20,0.370066154,0.07365855
10/4/2022,5:21 PM,10/4/2022 17:21,0.362188212,0.068406587
10/4/2022,5:22 PM,10/4/2022 17:22,0.359562232,0.069063083
10/4/2022,5:23 PM,10/4/2022 17:23,0.353982023,0.067750092
10/4/2022,5:24 PM,10/4/2022 17:24,0.3503713,0.066765349
10/4/2022,5:25 PM,10/4/2022 17:25,0.343806348,0.064139367
10/4/2022,5:26 PM,10/4/2022 17:26,0.33953913,0.06381112
10/4/2022,5:27 PM,10/4/2022 17:27,0.335600159,0.063482872
10/4/2022,5:28 PM,10/4/2022 17:28,0.332645931,0.063482872
10/4/2022,5:29 PM,10/4/2022 17:29,0.329363455,0.063482872
10/4/2022,5:30 PM,10/4/2022 17:30,0.323126751,0.061513386
10/4/2022,5:31 PM,10/4/2022 17:31,0.31787479,0.0595439
10/4/2022,5:32 PM,10/4/2022 17:32,0.312294581,0.056261423
10/4/2022,5:33 PM,10/4/2022 17:33,0.307370867,0.057246166
10/4/2022,5:34 PM,10/4/2022 17:34,0.303760143,0.05527668
10/4/2022,5:35 PM,10/4/2022 17:35,0.297195192,0.054291937
10/4/2022,5:36 PM,10/4/2022 17:36,0.295553954,0.05527668
10/4/2022,5:37 PM,10/4/2022 17:37,0.293584468,0.055933175
10/4/2022,5:38 PM,10/4/2022 17:38,0.291614982,0.060200395
10/4/2022,5:39 PM,10/4/2022 17:39,0.287347764,0.0595439
10/4/2022,5:40 PM,10/4/2022 17:40,0.282095802,0.058559157
10/4/2022,5:41 PM,10/4/2022 17:41,0.280126317,0.059215652
10/4/2022,5:42 PM,10/4/2022 17:42,0.276187345,0.0595439
10/4/2022,5:43 PM,10/4/2022 17:43,0.271591879,0.059215652
10/4/2022,5:44 PM,10/4/2022 17:44,0.264042184,0.059872147
10/4/2022,5:45 PM,10/4/2022 17:45,0.262729194,0.055933175
10/4/2022,5:46 PM,10/4/2022 17:46,0.257148984,0.053963689
10/4/2022,5:47 PM,10/4/2022 17:47,0.254194756,0.054948432
10/4/2022,5:48 PM,10/4/2022 17:48,0.251240527,0.05658967
10/4/2022,5:49 PM,10/4/2022 17:49,0.246973308,0.057246166
10/4/2022,5:50 PM,10/4/2022 17:50,0.243690832,0.055933175
10/4/2022,5:51 PM,10/4/2022 17:51,0.238767118,0.054291937
10/4/2022,5:52 PM,10/4/2022 17:52,0.234828147,0.052978946
10/4/2022,5:53 PM,10/4/2022 17:53,0.230889175,0.050681212
10/4/2022,5:54 PM,10/4/2022 17:54,0.227606699,0.051665955
10/4/2022,5:55 PM,10/4/2022 17:55,0.222682985,0.051665955
10/4/2022,5:56 PM,10/4/2022 17:56,0.217431023,0.050024717
10/4/2022,5:57 PM,10/4/2022 17:57,0.211522565,0.046085744
10/4/2022,5:58 PM,10/4/2022 17:58,0.208896584,0.047398735
10/4/2022,5:59 PM,10/4/2022 17:59,0.208240089,0.051337707
10/4/2022,6:00 PM,10/4/2022 18:00,0.203644622,0.049039974
10/4/2022,6:01 PM,10/4/2022 18:01,0.200033898,0.050024717
10/4/2022,6:02 PM,10/4/2022 18:02,0.196423174,0.04805523
10/4/2022,6:03 PM,10/4/2022 18:03,0.194125441,0.050352964
10/4/2022,6:04 PM,10/4/2022 18:04,0.188873479,0.047398735
10/4/2022,6:05 PM,10/4/2022 18:05,0.182636774,0.047070487
10/4/2022,6:06 PM,10/4/2022 18:06,0.177384812,0.046413992
10/4/2022,6:07 PM,10/4/2022 18:07,0.174430583,0.044444506
10/4/2022,6:08 PM,10/4/2022 18:08,0.169506868,0.045429249
10/4/2022,6:09 PM,10/4/2022 18:09,0.166224392,0.045101001
10/4/2022,6:10 PM,10/4/2022 18:10,0.161628925,0.045101001
10/4/2022,6:11 PM,10/4/2022 18:11,0.1580182,0.044444506
10/4/2022,6:12 PM,10/4/2022 18:12,0.153750981,0.044116258
10/4/2022,6:13 PM,10/4/2022 18:13,0.149155514,0.042803267
10/4/2022,6:14 PM,10/4/2022 18:14,0.147514276,0.04378801
10/4/2022,6:15 PM,10/4/2022 18:15,0.143575304,0.044772754
10/4/2022,6:16 PM,10/4/2022 18:16,0.137995094,0.03952079
10/4/2022,6:17 PM,10/4/2022 18:17,0.135040865,0.041818524
10/4/2022,6:18 PM,10/4/2022 18:18,0.127819416,0.041162029
10/4/2022,6:19 PM,10/4/2022 18:19,0.126506426,0.040833781
10/4/2022,6:20 PM,10/4/2022 18:20,0.124865187,0.041162029
10/4/2022,6:21 PM,10/4/2022 18:21,0.119284977,0.040833781
10/4/2022,6:22 PM,10/4/2022 18:22,0.115017757,0.040833781
10/4/2022,6:23 PM,10/4/2022 18:23,0.112063528,0.040833781
10/4/2022,6:24 PM,10/4/2022 18:24,0.108452804,0.039192543
10/4/2022,6:25 PM,10/4/2022 18:25,0.10484208,0.040505533
10/4/2022,6:26 PM,10/4/2022 18:26,0.099590117,0.035581818
10/4/2022,6:27 PM,10/4/2022 18:27,0.098277126,0.037223056
10/4/2022,6:28 PM,10/4/2022 18:28,0.092368668,0.03525357
10/4/2022,6:29 PM,10/4/2022 18:29,0.088757943,0.034597075
10/4/2022,6:30 PM,10/4/2022 18:30,0.088101448,0.035581818
10/4/2022,6:31 PM,10/4/2022 18:31,0.082521238,0.034925323
10/4/2022,6:32 PM,10/4/2022 18:32,0.080223504,0.034268827
10/4/2022,6:33 PM,10/4/2022 18:33,0.078254018,0.03525357
10/4/2022,6:34 PM,10/4/2022 18:34,0.075299789,0.034268827
10/4/2022,6:35 PM,10/4/2022 18:35,0.072345559,0.034268827
10/4/2022,6:36 PM,10/4/2022 18:36,0.067750092,0.03098635
10/4/2022,6:37 PM,10/4/2022 18:37,0.064795863,0.030001607
10/4/2022,6:38 PM,10/4/2022 18:38,0.063482872,0.031314598
10/4/2022,6:39 PM,10/4/2022 18:39,0.0595439,0.031971093
10/4/2022,6:40 PM,10/4/2022 18:40,0.057246166,0.030329855
10/4/2022,6:41 PM,10/4/2022 18:41,0.055604927,0.029016864
10/4/2022,6:42 PM,10/4/2022 18:42,0.051994203,0.028688616
10/4/2022,6:43 PM,10/4/2022 18:43,0.051665955,0.029016864
10/4/2022,6:44 PM,10/4/2022 18:44,0.047070487,0.025734387
10/4/2022,6:45 PM,10/4/2022 18:45,0.045101001,0.026390882
10/4/2022,6:46 PM,10/4/2022 18:46,0.042146772,0.025077892
10/4/2022,6:47 PM,10/4/2022 18:47,0.038864295,0.023436653
10/4/2022,6:48 PM,10/4/2022 18:48,0.037551304,0.024093148
10/4/2022,6:49 PM,10/4/2022 18:49,0.035910066,0.023436653
10/4/2022,6:50 PM,10/4/2022 18:50,0.032955836,0.023436653
10/4/2022,6:51 PM,10/4/2022 18:51,0.032955836,0.02245191
10/4/2022,6:52 PM,10/4/2022 18:52,0.029345112,0.021795415
10/4/2022,6:53 PM,10/4/2022 18:53,0.026390882,0.019497681
10/4/2022,6:54 PM,10/4/2022 18:54,0.02671913,0.020482424
10/4/2022,6:55 PM,10/4/2022 18:55,0.024421396,0.020810671
10/4/2022,6:56 PM,10/4/2022 18:56,0.021795415,0.016871699
10/4/2022,6:57 PM,10/4/2022 18:57,0.021467167,0.017856442
10/4/2022,6:58 PM,10/4/2022 18:58,0.019497681,0.016215204
10/4/2022,6:59 PM,10/4/2022 18:59,0.018841185,0.015558708
10/4/2022,7:00 PM,10/4/2022 19:00,0.01818469,0.016215204
10/4/2022,7:01 PM,10/4/2022 19:01,0.015558708,0.01391747
10/4/2022,7:02 PM,10/4/2022 19:02,0.015558708,0.01523046
10/4/2022,7:03 PM,10/4/2022 19:03,0.014902213,0.014245717
10/4/2022,7:04 PM,10/4/2022 19:04,0.013589222,0.01391747
10/4/2022,7:05 PM,10/4/2022 19:05,0.011619736,0.009650249
10/4/2022,7:06 PM,10/4/2022 19:06,0.010306745,0.009978497
10/4/2022,7:07 PM,10/4/2022 19:07,0.01096324,0.009322002
10/4/2022,7:08 PM,10/4/2022 19:08,0.008009011,0.007352515
10/4/2022,7:09 PM,10/4/2022 19:09,0.009978497,0.008337259
10/4/2022,7:10 PM,10/4/2022 19:10,0.008009011,0.006039525
10/4/2022,7:11 PM,10/4/2022 19:11,0.00669602,0.007024268
10/4/2022,7:12 PM,10/4/2022 19:12,0.007024268,0.006367772
10/4/2022,7:13 PM,10/4/2022 19:13,0.005711277,0.004398286
10/4/2022,7:14 PM,10/4/2022 19:14,0.007024268,0.004726534
10/4/2022,7:15 PM,10/4/2022 19:15,0.005383029,0.004726534
10/4/2022,7:16 PM,10/4/2022 19:16,0.004726534,0.003085295
10/4/2022,7:17 PM,10/4/2022 19:17,0.003085295,0.002757047
10/4/2022,7:18 PM,10/4/2022 19:18,0.004726534,0.003413543
10/4/2022,7:19 PM,10/4/2022 19:19,0.004398286,0.003413543
10/4/2022,7:20 PM,10/4/2022 19:20,0.003085295,0.002757047
10/4/2022,7:21 PM,10/4/2022 19:21,0.003741791,0.003085295
10/4/2022,7:22 PM,10/4/2022 19:22,0.003741791,0.0024288
10/4/2022,7:23 PM,10/4/2022 19:23,0.005054781,0.002757047
10/4/2022,7:24 PM,10/4/2022 19:24,0.003413543,0.001115809
10/4/2022,7:25 PM,10/4/2022 19:25,0.004726534,0.004070038
10/4/2022,7:26 PM,10/4/2022 19:26,0.003741791,0.003085295
10/4/2022,7:27 PM,10/4/2022 19:27,0.004070038,0.002100552
10/4/2022,7:28 PM,10/4/2022 19:28,0.003085295,0.002100552
10/4/2022,7:29 PM,10/4/2022 19:29,0.003085295,0.002757047
10/4/2022,7:30 PM,10/4/2022 19:30,0.003741791,0.003085295
10/4/2022,7:31 PM,10/4/2022 19:31,0.003741791,0.001772304
10/4/2022,7:32 PM,10/4/2022 19:32,0.003741791,0.002757047
10/4/2022,7:33 PM,10/4/2022 19:33,0.001115809,0.000131066
10/4/2022,7:34 PM,10/4/2022 19:34,0.003413543,0.002757047
10/4/2022,7:35 PM,10/4/2022 19:35,0.000787561,0.000131066
10/4/2022,7:36 PM,10/4/2022 19:36,0.0024288,0.001772304
10/4/2022,7:37 PM,10/4/2022 19:37,0.003085295,0.002100552
10/4/2022,7:38 PM,10/4/2022 19:38,0.0024288,0.001115809
10/4/2022,7:39 PM,10/4/2022 19:39,0.002100552,0.000787561
10/4/2022,7:40 PM,10/4/2022 19:40,0.003085295,0.002100552
10/4/2022,7:41 PM,10/4/2022 19:41,0.004398286,0.002757047
10/4/2022,7:42 PM,10/4/2022 19:42,0.004726534,0.003085295
10/4/2022,7:43 PM,10/4/2022 19:43,0.004070038,0.003085295
10/4/2022,7:44 PM,10/4/2022 19:44,0.004398286,0.003085295
10/4/2022,7:45 PM,10/4/2022 19:45,0.004726534,0.004070038
10/4/2022,7:46 PM,10/4/2022 19:46,0.004398286,0.0024288
10/4/2022,7:47 PM,10/4/2022 19:47,0.003085295,0.002757047
10/4/2022,7:48 PM,10/4/2022 19:48,0.003741791,0.002757047
10/4/2022,7:49 PM,10/4/2022 19:49,0.004398286,0.001772304
10/4/2022,7:50 PM,10/4/2022 19:50,0.0024288,0.001772304
10/4/2022,7:51 PM,10/4/2022 19:51,0.005054781,0.004398286
10/4/2022,7:52 PM,10/4/2022 19:52,0.004726534,0.004726534
10/4/2022,7:53 PM,10/4/2022 19:53,0.003413543,0.002757047
10/4/2022,7:54 PM,10/4/2022 19:54,0.001772304,0.001115809
10/4/2022,7:55 PM,10/4/2022 19:55,0.002100552,0.000459313
10/4/2022,7:56 PM,10/4/2022 19:56,0.004070038,0.0024288
10/4/2022,7:57 PM,10/4/2022 19:57,0.004070038,0.003085295
10/4/2022,7:58 PM,10/4/2022 19:58,0.003413543,0.001444057
10/4/2022,7:59 PM,10/4/2022 19:59,0.004726534,0.003741791
10/4/2022,8:00 PM,10/4/2022 20:00,0.0024288,0.003085295
10/4/2022,8:01 PM,10/4/2022 20:01,0.003741791,0.004070038
10/4/2022,8:02 PM,10/4/2022 20:02,0.004398286,0.003085295
10/4/2022,8:03 PM,10/4/2022 20:03,0.005383029,0.004070038
10/4/2022,8:04 PM,10/4/2022 20:04,0.003741791,0.003085295
10/4/2022,8:05 PM,10/4/2022 20:05,0.002757047,0.0024288
10/4/2022,8:06 PM,10/4/2022 20:06,0.004070038,0.000787561
10/4/2022,8:07 PM,10/4/2022 20:07,0.001444057,-0.002166668
10/4/2022,8:08 PM,10/4/2022 20:08,0.001772304,0.001115809
10/4/2022,8:09 PM,10/4/2022 20:09,0.003413543,0.001115809
10/4/2022,8:10 PM,10/4/2022 20:10,0.003085295,0.000787561
10/4/2022,8:11 PM,10/4/2022 20:11,0.002757047,0.000787561
10/4/2022,8:12 PM,10/4/2022 20:12,0.002100552,0.001115809
10/4/2022,8:13 PM,10/4/2022 20:13,0.003085295,0.001444057
10/4/2022,8:14 PM,10/4/2022 20:14,0.003413543,0.003413543
10/4/2022,8:15 PM,10/4/2022 20:15,0.003741791,0.002757047
10/4/2022,8:16 PM,10/4/2022 20:16,0.003413543,0.001772304
10/4/2022,8:17 PM,10/4/2022 20:17,0.0024288,0.002100552
10/4/2022,8:18 PM,10/4/2022 20:18,0.001115809,0.000459313
10/4/2022,8:19 PM,10/4/2022 20:19,0.004398286,0.004070038
10/4/2022,8:20 PM,10/4/2022 20:20,0.003413543,0.003085295
10/4/2022,8:21 PM,10/4/2022 20:21,0.004398286,0.003085295
10/4/2022,8:22 PM,10/4/2022 20:22,0.004070038,0.003085295
10/4/2022,8:23 PM,10/4/2022 20:23,0.002757047,0.001115809
10/4/2022,8:24 PM,10/4/2022 20:24,0.004726534,0.003085295
10/4/2022,8:25 PM,10/4/2022 20:25,0.005383029,0.003085295
10/4/2022,8:26 PM,10/4/2022 20:26,0.003741791,0.003085295
10/4/2022,8:27 PM,10/4/2022 20:27,0.003741791,0.002757047
10/4/2022,8:28 PM,10/4/2022 20:28,0.003741791,0.002100552
10/4/2022,8:29 PM,10/4/2022 20:29,0.004398286,0.003085295
10/4/2022,8:30 PM,10/4/2022 20:30,0.004726534,0.002100552
10/4/2022,8:31 PM,10/4/2022 20:31,0.002100552,0.001444057
10/4/2022,8:32 PM,10/4/2022 20:32,0.003085295,0.000131066
10/4/2022,8:33 PM,10/4/2022 20:33,0.002100552,0.000787561
10/4/2022,8:34 PM,10/4/2022 20:34,0.002100552,0.000787561
10/4/2022,8:35 PM,10/4/2022 20:35,0.0024288,0.002100552
10/4/2022,8:36 PM,10/4/2022 20:36,0.001115809,0.000787561
10/4/2022,8:37 PM,10/4/2022 20:37,0.001772304,0.000459313
10/4/2022,8:38 PM,10/4/2022 20:38,0.001115809,0.000131066
10/4/2022,8:39 PM,10/4/2022 20:39,0.004398286,0.003741791
10/4/2022,8:40 PM,10/4/2022 20:40,0.0024288,0.001772304
10/4/2022,8:41 PM,10/4/2022 20:41,0.002757047,0.001772304
10/4/2022,8:42 PM,10/4/2022 20:42,0.004398286,0.002100552
10/4/2022,8:43 PM,10/4/2022 20:43,0.004398286,0.003085295
10/4/2022,8:44 PM,10/4/2022 20:44,0.003413543,0.001772304
10/4/2022,8:45 PM,10/4/2022 20:45,0.001772304,0.000459313
10/4/2022,8:46 PM,10/4/2022 20:46,0.002757047,0.001115809
10/4/2022,8:47 PM,10/4/2022 20:47,0.000787561,-0.00052543
10/4/2022,8:48 PM,10/4/2022 20:48,0.003085295,0.003413543
10/4/2022,8:49 PM,10/4/2022 20:49,0.002100552,0.000787561
10/4/2022,8:50 PM,10/4/2022 20:50,0.002100552,0.001115809
10/4/2022,8:51 PM,10/4/2022 20:51,0.0024288,-0.000197182
10/4/2022,8:52 PM,10/4/2022 20:52,0.001115809,0.000787561
10/4/2022,8:53 PM,10/4/2022 20:53,0.001115809,0.000459313
10/4/2022,8:54 PM,10/4/2022 20:54,0.001772304,0.000787561
10/4/2022,8:55 PM,10/4/2022 20:55,0.000787561,0.000787561
10/4/2022,8:56 PM,10/4/2022 20:56,0.000787561,-0.000197182
10/4/2022,8:57 PM,10/4/2022 20:57,0.001115809,0.002757047
10/4/2022,8:58 PM,10/4/2022 20:58,0.003413543,0.003413543
10/4/2022,8:59 PM,10/4/2022 20:59,0.001115809,0.000131066
10/4/2022,9:00 PM,10/4/2022 21:00,0.0024288,0.001444057
10/4/2022,9:01 PM,10/4/2022 21:01,0.002757047,0.0024288
10/4/2022,9:02 PM,10/4/2022 21:02,0.002757047,0.002100552
10/4/2022,9:03 PM,10/4/2022 21:03,0.003085295,0.002757047
10/4/2022,9:04 PM,10/4/2022 21:04,0.002100552,-0.000197182
10/4/2022,9:05 PM,10/4/2022 21:05,0.0024288,-0.000853677
10/4/2022,9:06 PM,10/4/2022 21:06,0.004070038,0.002757047
10/4/2022,9:07 PM,10/4/2022 21:07,0.001772304,0.000459313
10/4/2022,9:08 PM,10/4/2022 21:08,0.003413543,0.001444057
10/4/2022,9:09 PM,10/4/2022 21:09,0.004070038,0.004070038
10/4/2022,9:10 PM,10/4/2022 21:10,0.003085295,0.001115809
10/4/2022,9:11 PM,10/4/2022 21:11,0.000459313,0.000459313
10/4/2022,9:12 PM,10/4/2022 21:12,0.003413543,0.001444057
10/4/2022,9:13 PM,10/4/2022 21:13,0.0024288,0.002757047
10/4/2022,9:14 PM,10/4/2022 21:14,0.002100552,0.000787561
10/4/2022,9:15 PM,10/4/2022 21:15,0.001772304,0.001444057
10/4/2022,9:16 PM,10/4/2022 21:16,0.001444057,0.000131066
10/4/2022,9:17 PM,10/4/2022 21:17,0.0024288,0.001444057
10/4/2022,9:18 PM,10/4/2022 21:18,0.0024288,0.001115809
10/4/2022,9:19 PM,10/4/2022 21:19,0.001772304,0.001444057
10/4/2022,9:20 PM,10/4/2022 21:20,0.001115809,0.000787561
10/4/2022,9:21 PM,10/4/2022 21:21,-0.00052543,0.000131066
10/4/2022,9:22 PM,10/4/2022 21:22,0.001115809,0.000787561
10/4/2022,9:23 PM,10/4/2022 21:23,0.003413543,0.003085295
10/4/2022,9:24 PM,10/4/2022 21:24,0.000459313,-0.000197182
10/4/2022,9:25 PM,10/4/2022 21:25,0.001444057,0.000459313
10/4/2022,9:26 PM,10/4/2022 21:26,0.002100552,0.001772304
10/4/2022,9:27 PM,10/4/2022 21:27,-0.000197182,0.000787561
10/4/2022,9:28 PM,10/4/2022 21:28,0.000459313,0.000131066
10/4/2022,9:29 PM,10/4/2022 21:29,0.002100552,0.002757047
10/4/2022,9:30 PM,10/4/2022 21:30,0.000787561,0.001444057
10/4/2022,9:31 PM,10/4/2022 21:31,0.001444057,0.000787561
10/4/2022,9:32 PM,10/4/2022 21:32,0.000787561,-0.001181925
10/4/2022,9:33 PM,10/4/2022 21:33,0.001444057,0.000787561
10/4/2022,9:34 PM,10/4/2022 21:34,0.001115809,0.000459313
10/4/2022,9:35 PM,10/4/2022 21:35,0.000787561,0.001444057
10/4/2022,9:36 PM,10/4/2022 21:36,0.001444057,0.001115809
10/4/2022,9:37 PM,10/4/2022 21:37,0.000459313,0.000459313
10/4/2022,9:38 PM,10/4/2022 21:38,0.001115809,0.000787561
10/4/2022,9:39 PM,10/4/2022 21:39,0.001115809,0.000131066
10/4/2022,9:40 PM,10/4/2022 21:40,0.002757047,0.003085295
10/4/2022,9:41 PM,10/4/2022 21:41,0.001115809,0.001115809
10/4/2022,9:42 PM,10/4/2022 21:42,0.000131066,0.000787561
10/4/2022,9:43 PM,10/4/2022 21:43,0.0024288,0.001444057
